obs_space:  [Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32), Box(-inf, inf, (12,), float32)]
share_obs_space:  [Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32), Box(-inf, inf, (360,), float32)]
act_space:  [Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32), Box(-1.0, 1.0, (3,), float32)]
act high:  [1. 1. 1.]
obs_dim:  12
share_obs_dim:  360
act_dim:  3
[Progress] Iter 1/1000 | avg_reward=78.3487 | p2p_mean=0.0991 | grid_buy_mean=3.2171 | grid_sell_mean=0.4683 | carbon_resp_mean=1.9210 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000100 | entropy_coef=0.0300
[Progress] Iter 400/1000 | avg_reward=90.0589 | p2p_mean=0.2654 | grid_buy_mean=3.0113 | grid_sell_mean=0.1920 | carbon_resp_mean=1.7282 | carbon_price=50.0000 | avg_agents=24.75 | lr=0.000060 | entropy_coef=0.0300
[Progress] Iter 405/1000 | avg_reward=91.0574 | p2p_mean=0.2434 | grid_buy_mean=2.8365 | grid_sell_mean=0.2114 | carbon_resp_mean=1.6386 | carbon_price=50.0000 | avg_agents=25.50 | lr=0.000060 | entropy_coef=0.0300
[Progress] Iter 410/1000 | avg_reward=89.0230 | p2p_mean=0.2240 | grid_buy_mean=3.0114 | grid_sell_mean=0.1996 | carbon_resp_mean=1.7217 | carbon_price=50.0000 | avg_agents=24.75 | lr=0.000059 | entropy_coef=0.0300
[Progress] Iter 415/1000 | avg_reward=89.8583 | p2p_mean=0.2041 | grid_buy_mean=2.8348 | grid_sell_mean=0.2209 | carbon_resp_mean=1.6608 | carbon_price=50.0000 | avg_agents=25.50 | lr=0.000059 | entropy_coef=0.0300
[Progress] Iter 420/1000 | avg_reward=89.4509 | p2p_mean=0.2392 | grid_buy_mean=2.9583 | grid_sell_mean=0.2244 | carbon_resp_mean=1.6956 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000058 | entropy_coef=0.0300
[Progress] Iter 425/1000 | avg_reward=88.4173 | p2p_mean=0.2193 | grid_buy_mean=2.9842 | grid_sell_mean=0.2283 | carbon_resp_mean=1.7054 | carbon_price=50.0000 | avg_agents=24.75 | lr=0.000058 | entropy_coef=0.0300
[Progress] Iter 430/1000 | avg_reward=87.0252 | p2p_mean=0.2096 | grid_buy_mean=3.1009 | grid_sell_mean=0.2134 | carbon_resp_mean=1.7546 | carbon_price=50.0000 | avg_agents=24.50 | lr=0.000057 | entropy_coef=0.0300
[Progress] Iter 435/1000 | avg_reward=87.8925 | p2p_mean=0.2402 | grid_buy_mean=3.1158 | grid_sell_mean=0.2408 | carbon_resp_mean=1.7853 | carbon_price=50.0000 | avg_agents=26.25 | lr=0.000057 | entropy_coef=0.0300
[Progress] Iter 440/1000 | avg_reward=88.7427 | p2p_mean=0.2134 | grid_buy_mean=2.9911 | grid_sell_mean=0.2309 | carbon_resp_mean=1.7231 | carbon_price=50.0000 | avg_agents=27.50 | lr=0.000056 | entropy_coef=0.0300
[Progress] Iter 445/1000 | avg_reward=89.6204 | p2p_mean=0.2558 | grid_buy_mean=2.9985 | grid_sell_mean=0.2221 | carbon_resp_mean=1.7193 | carbon_price=50.0000 | avg_agents=27.50 | lr=0.000056 | entropy_coef=0.0300
[Progress] Iter 450/1000 | avg_reward=89.7787 | p2p_mean=0.2638 | grid_buy_mean=2.8815 | grid_sell_mean=0.2226 | carbon_resp_mean=1.6501 | carbon_price=50.0000 | avg_agents=24.75 | lr=0.000055 | entropy_coef=0.0300
[Progress] Iter 455/1000 | avg_reward=89.6827 | p2p_mean=0.2487 | grid_buy_mean=3.0316 | grid_sell_mean=0.1938 | carbon_resp_mean=1.7236 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000055 | entropy_coef=0.0300
[Progress] Iter 460/1000 | avg_reward=87.4999 | p2p_mean=0.2594 | grid_buy_mean=3.1547 | grid_sell_mean=0.2499 | carbon_resp_mean=1.7699 | carbon_price=50.0000 | avg_agents=24.25 | lr=0.000054 | entropy_coef=0.0300
[Progress] Iter 465/1000 | avg_reward=88.8688 | p2p_mean=0.2263 | grid_buy_mean=3.0346 | grid_sell_mean=0.2167 | carbon_resp_mean=1.7443 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000054 | entropy_coef=0.0300
[Progress] Iter 470/1000 | avg_reward=87.4689 | p2p_mean=0.2498 | grid_buy_mean=3.1632 | grid_sell_mean=0.2259 | carbon_resp_mean=1.7788 | carbon_price=50.0000 | avg_agents=24.00 | lr=0.000053 | entropy_coef=0.0300
[Progress] Iter 475/1000 | avg_reward=88.2513 | p2p_mean=0.2568 | grid_buy_mean=2.9515 | grid_sell_mean=0.2232 | carbon_resp_mean=1.6597 | carbon_price=50.0000 | avg_agents=25.50 | lr=0.000053 | entropy_coef=0.0300
[Progress] Iter 480/1000 | avg_reward=87.8996 | p2p_mean=0.2338 | grid_buy_mean=3.0989 | grid_sell_mean=0.2320 | carbon_resp_mean=1.7603 | carbon_price=50.0000 | avg_agents=26.25 | lr=0.000052 | entropy_coef=0.0300
[Progress] Iter 485/1000 | avg_reward=89.2382 | p2p_mean=0.2464 | grid_buy_mean=3.0425 | grid_sell_mean=0.2237 | carbon_resp_mean=1.7428 | carbon_price=50.0000 | avg_agents=24.75 | lr=0.000052 | entropy_coef=0.0300
[Progress] Iter 490/1000 | avg_reward=91.2244 | p2p_mean=0.2598 | grid_buy_mean=2.9963 | grid_sell_mean=0.1902 | carbon_resp_mean=1.7069 | carbon_price=50.0000 | avg_agents=28.50 | lr=0.000051 | entropy_coef=0.0300
[Progress] Iter 495/1000 | avg_reward=90.4008 | p2p_mean=0.2376 | grid_buy_mean=2.9181 | grid_sell_mean=0.2038 | carbon_resp_mean=1.6706 | carbon_price=50.0000 | avg_agents=26.50 | lr=0.000051 | entropy_coef=0.0300
[Progress] Iter 500/1000 | avg_reward=89.8109 | p2p_mean=0.2628 | grid_buy_mean=3.0539 | grid_sell_mean=0.2316 | carbon_resp_mean=1.7476 | carbon_price=50.0000 | avg_agents=25.50 | lr=0.000050 | entropy_coef=0.0300
[Progress] Iter 505/1000 | avg_reward=89.2540 | p2p_mean=0.2685 | grid_buy_mean=2.9542 | grid_sell_mean=0.2202 | carbon_resp_mean=1.6951 | carbon_price=50.0000 | avg_agents=26.25 | lr=0.000050 | entropy_coef=0.0300
[Progress] Iter 510/1000 | avg_reward=87.7881 | p2p_mean=0.2736 | grid_buy_mean=3.0264 | grid_sell_mean=0.2402 | carbon_resp_mean=1.7023 | carbon_price=50.0000 | avg_agents=23.75 | lr=0.000049 | entropy_coef=0.0300
[Progress] Iter 515/1000 | avg_reward=89.5749 | p2p_mean=0.2387 | grid_buy_mean=3.0354 | grid_sell_mean=0.2237 | carbon_resp_mean=1.7351 | carbon_price=50.0000 | avg_agents=28.00 | lr=0.000049 | entropy_coef=0.0300
[Progress] Iter 520/1000 | avg_reward=87.5908 | p2p_mean=0.2314 | grid_buy_mean=3.0365 | grid_sell_mean=0.2327 | carbon_resp_mean=1.7364 | carbon_price=50.0000 | avg_agents=25.25 | lr=0.000048 | entropy_coef=0.0300
[Progress] Iter 525/1000 | avg_reward=87.6460 | p2p_mean=0.2733 | grid_buy_mean=3.0672 | grid_sell_mean=0.2533 | carbon_resp_mean=1.7395 | carbon_price=50.0000 | avg_agents=25.00 | lr=0.000048 | entropy_coef=0.0300
[Progress] Iter 530/1000 | avg_reward=89.4452 | p2p_mean=0.2466 | grid_buy_mean=3.0595 | grid_sell_mean=0.2230 | carbon_resp_mean=1.7490 | carbon_price=50.0000 | avg_agents=26.50 | lr=0.000047 | entropy_coef=0.0300
[Progress] Iter 535/1000 | avg_reward=89.0754 | p2p_mean=0.2707 | grid_buy_mean=3.1067 | grid_sell_mean=0.2304 | carbon_resp_mean=1.7601 | carbon_price=50.0000 | avg_agents=27.50 | lr=0.000047 | entropy_coef=0.0300
[Progress] Iter 540/1000 | avg_reward=89.1307 | p2p_mean=0.2571 | grid_buy_mean=3.0124 | grid_sell_mean=0.2410 | carbon_resp_mean=1.7182 | carbon_price=50.0000 | avg_agents=25.75 | lr=0.000046 | entropy_coef=0.0300
[Progress] Iter 545/1000 | avg_reward=90.2230 | p2p_mean=0.2343 | grid_buy_mean=2.9708 | grid_sell_mean=0.2062 | carbon_resp_mean=1.6966 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000046 | entropy_coef=0.0300
[Progress] Iter 550/1000 | avg_reward=89.5714 | p2p_mean=0.2258 | grid_buy_mean=2.9364 | grid_sell_mean=0.2273 | carbon_resp_mean=1.6986 | carbon_price=50.0000 | avg_agents=27.00 | lr=0.000045 | entropy_coef=0.0300
[Progress] Iter 555/1000 | avg_reward=88.5029 | p2p_mean=0.2092 | grid_buy_mean=3.0640 | grid_sell_mean=0.2428 | carbon_resp_mean=1.7675 | carbon_price=50.0000 | avg_agents=26.50 | lr=0.000045 | entropy_coef=0.0300
[Progress] Iter 560/1000 | avg_reward=87.6322 | p2p_mean=0.1950 | grid_buy_mean=2.9984 | grid_sell_mean=0.2417 | carbon_resp_mean=1.7279 | carbon_price=50.0000 | avg_agents=26.25 | lr=0.000044 | entropy_coef=0.0300
[Progress] Iter 565/1000 | avg_reward=88.2072 | p2p_mean=0.2122 | grid_buy_mean=3.0079 | grid_sell_mean=0.2531 | carbon_resp_mean=1.7339 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000044 | entropy_coef=0.0300
[Progress] Iter 570/1000 | avg_reward=87.6630 | p2p_mean=0.2170 | grid_buy_mean=3.0822 | grid_sell_mean=0.2390 | carbon_resp_mean=1.7591 | carbon_price=50.0000 | avg_agents=26.00 | lr=0.000043 | entropy_coef=0.0300
[Progress] Iter 575/1000 | avg_reward=88.7092 | p2p_mean=0.1989 | grid_buy_mean=3.0406 | grid_sell_mean=0.2344 | carbon_resp_mean=1.7524 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000043 | entropy_coef=0.0300
[Progress] Iter 580/1000 | avg_reward=89.0374 | p2p_mean=0.2227 | grid_buy_mean=2.9623 | grid_sell_mean=0.2356 | carbon_resp_mean=1.7228 | carbon_price=50.0000 | avg_agents=27.00 | lr=0.000042 | entropy_coef=0.0300
[Progress] Iter 585/1000 | avg_reward=87.7332 | p2p_mean=0.2067 | grid_buy_mean=3.1029 | grid_sell_mean=0.2533 | carbon_resp_mean=1.7723 | carbon_price=50.0000 | avg_agents=25.75 | lr=0.000042 | entropy_coef=0.0300
[Progress] Iter 590/1000 | avg_reward=89.1360 | p2p_mean=0.2050 | grid_buy_mean=2.9881 | grid_sell_mean=0.2375 | carbon_resp_mean=1.7372 | carbon_price=50.0000 | avg_agents=27.75 | lr=0.000041 | entropy_coef=0.0300
[Progress] Iter 595/1000 | avg_reward=89.6144 | p2p_mean=0.1965 | grid_buy_mean=2.9483 | grid_sell_mean=0.2268 | carbon_resp_mean=1.7073 | carbon_price=50.0000 | avg_agents=28.25 | lr=0.000041 | entropy_coef=0.0300
[Progress] Iter 600/1000 | avg_reward=88.1853 | p2p_mean=0.2169 | grid_buy_mean=3.0394 | grid_sell_mean=0.2589 | carbon_resp_mean=1.7768 | carbon_price=50.0000 | avg_agents=26.50 | lr=0.000040 | entropy_coef=0.0300
[Progress] Iter 605/1000 | avg_reward=87.2589 | p2p_mean=0.2419 | grid_buy_mean=3.0350 | grid_sell_mean=0.2636 | carbon_resp_mean=1.7366 | carbon_price=50.0000 | avg_agents=26.00 | lr=0.000040 | entropy_coef=0.0300
[Progress] Iter 610/1000 | avg_reward=85.0892 | p2p_mean=0.1979 | grid_buy_mean=3.1429 | grid_sell_mean=0.2685 | carbon_resp_mean=1.8144 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000039 | entropy_coef=0.0300
[Progress] Iter 615/1000 | avg_reward=87.2289 | p2p_mean=0.2013 | grid_buy_mean=3.1058 | grid_sell_mean=0.2536 | carbon_resp_mean=1.7737 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000039 | entropy_coef=0.0300
[Progress] Iter 620/1000 | avg_reward=86.4807 | p2p_mean=0.1728 | grid_buy_mean=3.1564 | grid_sell_mean=0.2387 | carbon_resp_mean=1.8221 | carbon_price=50.0000 | avg_agents=25.50 | lr=0.000038 | entropy_coef=0.0300
[Progress] Iter 625/1000 | avg_reward=88.4549 | p2p_mean=0.1942 | grid_buy_mean=3.0288 | grid_sell_mean=0.2445 | carbon_resp_mean=1.7499 | carbon_price=50.0000 | avg_agents=25.50 | lr=0.000038 | entropy_coef=0.0300
[Progress] Iter 630/1000 | avg_reward=87.2333 | p2p_mean=0.1892 | grid_buy_mean=2.9816 | grid_sell_mean=0.2518 | carbon_resp_mean=1.7190 | carbon_price=50.0000 | avg_agents=26.25 | lr=0.000037 | entropy_coef=0.0300
[Progress] Iter 635/1000 | avg_reward=87.7201 | p2p_mean=0.1959 | grid_buy_mean=3.0384 | grid_sell_mean=0.2472 | carbon_resp_mean=1.7453 | carbon_price=50.0000 | avg_agents=27.00 | lr=0.000037 | entropy_coef=0.0300
[Progress] Iter 640/1000 | avg_reward=88.9626 | p2p_mean=0.2104 | grid_buy_mean=2.9700 | grid_sell_mean=0.2314 | carbon_resp_mean=1.7281 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000036 | entropy_coef=0.0300
[Progress] Iter 645/1000 | avg_reward=88.9222 | p2p_mean=0.1918 | grid_buy_mean=2.9211 | grid_sell_mean=0.2609 | carbon_resp_mean=1.6881 | carbon_price=50.0000 | avg_agents=27.00 | lr=0.000036 | entropy_coef=0.0300
[Progress] Iter 650/1000 | avg_reward=87.6606 | p2p_mean=0.1798 | grid_buy_mean=3.0176 | grid_sell_mean=0.2525 | carbon_resp_mean=1.7375 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000035 | entropy_coef=0.0300
[Progress] Iter 655/1000 | avg_reward=88.7614 | p2p_mean=0.2060 | grid_buy_mean=3.0193 | grid_sell_mean=0.2427 | carbon_resp_mean=1.7426 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000035 | entropy_coef=0.0300
[Progress] Iter 660/1000 | avg_reward=88.5075 | p2p_mean=0.1982 | grid_buy_mean=3.0206 | grid_sell_mean=0.2388 | carbon_resp_mean=1.7434 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000034 | entropy_coef=0.0300
[Progress] Iter 665/1000 | avg_reward=88.5104 | p2p_mean=0.1864 | grid_buy_mean=2.9698 | grid_sell_mean=0.2507 | carbon_resp_mean=1.7233 | carbon_price=50.0000 | avg_agents=26.00 | lr=0.000034 | entropy_coef=0.0300
[Progress] Iter 670/1000 | avg_reward=87.0179 | p2p_mean=0.1695 | grid_buy_mean=3.0354 | grid_sell_mean=0.2590 | carbon_resp_mean=1.7599 | carbon_price=50.0000 | avg_agents=26.00 | lr=0.000033 | entropy_coef=0.0300
[Progress] Iter 675/1000 | avg_reward=86.6766 | p2p_mean=0.1959 | grid_buy_mean=3.1695 | grid_sell_mean=0.2508 | carbon_resp_mean=1.8314 | carbon_price=50.0000 | avg_agents=24.50 | lr=0.000033 | entropy_coef=0.0300
[Progress] Iter 680/1000 | avg_reward=88.8419 | p2p_mean=0.1678 | grid_buy_mean=3.0438 | grid_sell_mean=0.2335 | carbon_resp_mean=1.7737 | carbon_price=50.0000 | avg_agents=28.00 | lr=0.000032 | entropy_coef=0.0300
[Progress] Iter 685/1000 | avg_reward=89.5452 | p2p_mean=0.1716 | grid_buy_mean=2.9741 | grid_sell_mean=0.2221 | carbon_resp_mean=1.7357 | carbon_price=50.0000 | avg_agents=29.00 | lr=0.000032 | entropy_coef=0.0300
[Progress] Iter 690/1000 | avg_reward=87.5986 | p2p_mean=0.1790 | grid_buy_mean=2.9842 | grid_sell_mean=0.2576 | carbon_resp_mean=1.7161 | carbon_price=50.0000 | avg_agents=25.25 | lr=0.000031 | entropy_coef=0.0300
[Progress] Iter 695/1000 | avg_reward=88.2720 | p2p_mean=0.1886 | grid_buy_mean=2.9766 | grid_sell_mean=0.2412 | carbon_resp_mean=1.7435 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000031 | entropy_coef=0.0300
[Progress] Iter 700/1000 | avg_reward=89.1237 | p2p_mean=0.2190 | grid_buy_mean=2.9992 | grid_sell_mean=0.2436 | carbon_resp_mean=1.7451 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000030 | entropy_coef=0.0300
[Progress] Iter 705/1000 | avg_reward=88.5400 | p2p_mean=0.1983 | grid_buy_mean=2.9545 | grid_sell_mean=0.2308 | carbon_resp_mean=1.7279 | carbon_price=50.0000 | avg_agents=28.25 | lr=0.000030 | entropy_coef=0.0300
[Progress] Iter 710/1000 | avg_reward=88.0686 | p2p_mean=0.1839 | grid_buy_mean=2.9865 | grid_sell_mean=0.2434 | carbon_resp_mean=1.7395 | carbon_price=50.0000 | avg_agents=28.00 | lr=0.000029 | entropy_coef=0.0300
[Progress] Iter 715/1000 | avg_reward=87.8536 | p2p_mean=0.1843 | grid_buy_mean=3.0533 | grid_sell_mean=0.2408 | carbon_resp_mean=1.7730 | carbon_price=50.0000 | avg_agents=26.25 | lr=0.000029 | entropy_coef=0.0300
[Progress] Iter 720/1000 | avg_reward=87.4610 | p2p_mean=0.1961 | grid_buy_mean=3.0790 | grid_sell_mean=0.2541 | carbon_resp_mean=1.7802 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000028 | entropy_coef=0.0300
[Progress] Iter 725/1000 | avg_reward=87.6189 | p2p_mean=0.1955 | grid_buy_mean=2.9667 | grid_sell_mean=0.2434 | carbon_resp_mean=1.7207 | carbon_price=50.0000 | avg_agents=26.00 | lr=0.000028 | entropy_coef=0.0300
[Progress] Iter 730/1000 | avg_reward=87.6215 | p2p_mean=0.1899 | grid_buy_mean=3.1361 | grid_sell_mean=0.2617 | carbon_resp_mean=1.8057 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000027 | entropy_coef=0.0300
[Progress] Iter 735/1000 | avg_reward=86.3505 | p2p_mean=0.2054 | grid_buy_mean=3.0731 | grid_sell_mean=0.2625 | carbon_resp_mean=1.7697 | carbon_price=50.0000 | avg_agents=24.75 | lr=0.000027 | entropy_coef=0.0300
[Progress] Iter 740/1000 | avg_reward=87.5637 | p2p_mean=0.1929 | grid_buy_mean=2.9960 | grid_sell_mean=0.2568 | carbon_resp_mean=1.7430 | carbon_price=50.0000 | avg_agents=27.75 | lr=0.000026 | entropy_coef=0.0300
[Progress] Iter 745/1000 | avg_reward=84.8047 | p2p_mean=0.1688 | grid_buy_mean=3.0836 | grid_sell_mean=0.2716 | carbon_resp_mean=1.7906 | carbon_price=50.0000 | avg_agents=25.50 | lr=0.000026 | entropy_coef=0.0300
[Progress] Iter 750/1000 | avg_reward=86.9506 | p2p_mean=0.1725 | grid_buy_mean=3.0448 | grid_sell_mean=0.2676 | carbon_resp_mean=1.7737 | carbon_price=50.0000 | avg_agents=29.25 | lr=0.000025 | entropy_coef=0.0300
[Progress] Iter 755/1000 | avg_reward=86.0403 | p2p_mean=0.1854 | grid_buy_mean=3.0182 | grid_sell_mean=0.2878 | carbon_resp_mean=1.7502 | carbon_price=50.0000 | avg_agents=27.75 | lr=0.000025 | entropy_coef=0.0300
[Progress] Iter 760/1000 | avg_reward=84.9500 | p2p_mean=0.1556 | grid_buy_mean=3.1304 | grid_sell_mean=0.2970 | carbon_resp_mean=1.8135 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000024 | entropy_coef=0.0300
[Progress] Iter 765/1000 | avg_reward=85.4863 | p2p_mean=0.1389 | grid_buy_mean=3.0934 | grid_sell_mean=0.2692 | carbon_resp_mean=1.7887 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000024 | entropy_coef=0.0300
[Progress] Iter 770/1000 | avg_reward=85.0753 | p2p_mean=0.1595 | grid_buy_mean=3.1291 | grid_sell_mean=0.2906 | carbon_resp_mean=1.8228 | carbon_price=50.0000 | avg_agents=26.50 | lr=0.000023 | entropy_coef=0.0300
[Progress] Iter 775/1000 | avg_reward=85.2261 | p2p_mean=0.1346 | grid_buy_mean=3.0729 | grid_sell_mean=0.3007 | carbon_resp_mean=1.8003 | carbon_price=50.0000 | avg_agents=27.25 | lr=0.000023 | entropy_coef=0.0300
[Progress] Iter 780/1000 | avg_reward=85.4383 | p2p_mean=0.1622 | grid_buy_mean=3.0674 | grid_sell_mean=0.2871 | carbon_resp_mean=1.7827 | carbon_price=50.0000 | avg_agents=26.50 | lr=0.000022 | entropy_coef=0.0300
[Progress] Iter 785/1000 | avg_reward=84.4094 | p2p_mean=0.1522 | grid_buy_mean=3.1626 | grid_sell_mean=0.3037 | carbon_resp_mean=1.8345 | carbon_price=50.0000 | avg_agents=27.75 | lr=0.000022 | entropy_coef=0.0300
[Progress] Iter 790/1000 | avg_reward=85.6943 | p2p_mean=0.1329 | grid_buy_mean=3.1513 | grid_sell_mean=0.2695 | carbon_resp_mean=1.8360 | carbon_price=50.0000 | avg_agents=26.75 | lr=0.000021 | entropy_coef=0.0300
[Progress] Iter 795/1000 | avg_reward=84.7573 | p2p_mean=0.1391 | grid_buy_mean=3.0744 | grid_sell_mean=0.3103 | carbon_resp_mean=1.8084 | carbon_price=50.0000 | avg_agents=28.00 | lr=0.000021 | entropy_coef=0.0300
[Progress] Iter 800/1000 | avg_reward=85.7470 | p2p_mean=0.1342 | grid_buy_mean=3.1166 | grid_sell_mean=0.2963 | carbon_resp_mean=1.8018 | carbon_price=50.0000 | avg_agents=28.00 | lr=0.000020 | entropy_coef=0.0300
[Progress] Iter 805/1000 | avg_reward=85.7631 | p2p_mean=0.1329 | grid_buy_mean=3.0032 | grid_sell_mean=0.2990 | carbon_resp_mean=1.7538 | carbon_price=50.0000 | avg_agents=28.00 | lr=0.000020 | entropy_coef=0.0300
[Progress] Iter 810/1000 | avg_reward=85.5137 | p2p_mean=0.1134 | grid_buy_mean=3.0763 | grid_sell_mean=0.3025 | carbon_resp_mean=1.7990 | carbon_price=50.0000 | avg_agents=28.50 | lr=0.000019 | entropy_coef=0.0300
[Progress] Iter 815/1000 | avg_reward=85.3067 | p2p_mean=0.1265 | grid_buy_mean=3.1511 | grid_sell_mean=0.2951 | carbon_resp_mean=1.8329 | carbon_price=50.0000 | avg_agents=27.00 | lr=0.000019 | entropy_coef=0.0300
[Progress] Iter 820/1000 | avg_reward=85.2404 | p2p_mean=0.1240 | grid_buy_mean=3.1807 | grid_sell_mean=0.2855 | carbon_resp_mean=1.8501 | carbon_price=50.0000 | avg_agents=28.00 | lr=0.000018 | entropy_coef=0.0300
[Progress] Iter 825/1000 | avg_reward=85.9141 | p2p_mean=0.1168 | grid_buy_mean=3.0316 | grid_sell_mean=0.2971 | carbon_resp_mean=1.7771 | carbon_price=50.0000 | avg_agents=27.00 | lr=0.000018 | entropy_coef=0.0300
[Progress] Iter 830/1000 | avg_reward=87.1489 | p2p_mean=0.1277 | grid_buy_mean=3.0490 | grid_sell_mean=0.2745 | carbon_resp_mean=1.7859 | carbon_price=50.0000 | avg_agents=28.50 | lr=0.000017 | entropy_coef=0.0300
[Progress] Iter 835/1000 | avg_reward=86.8509 | p2p_mean=0.1218 | grid_buy_mean=3.0665 | grid_sell_mean=0.2828 | carbon_resp_mean=1.7840 | carbon_price=50.0000 | avg_agents=29.00 | lr=0.000017 | entropy_coef=0.0300
[Progress] Iter 840/1000 | avg_reward=85.3166 | p2p_mean=0.1237 | grid_buy_mean=3.0939 | grid_sell_mean=0.3110 | carbon_resp_mean=1.7969 | carbon_price=50.0000 | avg_agents=27.00 | lr=0.000016 | entropy_coef=0.0300
[Progress] Iter 845/1000 | avg_reward=85.8172 | p2p_mean=0.1185 | grid_buy_mean=2.9482 | grid_sell_mean=0.3117 | carbon_resp_mean=1.7150 | carbon_price=50.0000 | avg_agents=26.25 | lr=0.000016 | entropy_coef=0.0300
[Progress] Iter 850/1000 | avg_reward=85.2373 | p2p_mean=0.1148 | grid_buy_mean=3.0877 | grid_sell_mean=0.2963 | carbon_resp_mean=1.8017 | carbon_price=50.0000 | avg_agents=27.50 | lr=0.000015 | entropy_coef=0.0300
[Progress] Iter 855/1000 | avg_reward=86.8080 | p2p_mean=0.1253 | grid_buy_mean=3.0496 | grid_sell_mean=0.2818 | carbon_resp_mean=1.7771 | carbon_price=50.0000 | avg_agents=28.25 | lr=0.000015 | entropy_coef=0.0300
[Progress] Iter 860/1000 | avg_reward=86.7007 | p2p_mean=0.1105 | grid_buy_mean=3.0147 | grid_sell_mean=0.2780 | carbon_resp_mean=1.7616 | carbon_price=50.0000 | avg_agents=25.75 | lr=0.000014 | entropy_coef=0.0300
